match_number,match_id,match_time,player_id,win_flag,elo_start,mon1,mon2,mon3,mon4,mon5,mon6,lead1,lead2,elo_end
2315,1658420785,2022-07-21T16:26:25Z,sword67278732,1,1383,Zacian-*,Kyogre,Incineroar,Grimmsnarl,Amoonguss,Thundurus,Grimmsnarl,Kyogre,1409
2316,1658420987,2022-07-21T16:29:47Z,CDTVGC,1,1366,Groudon,Zacian-*,Incineroar,Gastrodon,Rotom-Heat,Thundurus,Thundurus,Groudon,1367
2316,1658420987,2022-07-21T16:29:47Z,melondonkey,1,1465,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1480
2317,1658421240,2022-07-21T16:34:00Z,porygon peo,1,1490,Lunala,Groudon,Thundurus,Venusaur,Grimmsnarl,Incineroar,Groudon,Grimmsnarl,1509
2317,1658421240,2022-07-21T16:34:00Z,melondonkey,0,1480,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1461
2318,1658421746,2022-07-21T16:42:26Z,SOXlas,0,1410,Calyrex-Ice,Porygon2,Regieleki,Incineroar,Reshiram,Tapu Fini,Porygon2,Reshiram,1393
2318,1658421746,2022-07-21T16:42:26Z,melondonkey,1,1461,Calyrex-Ice,Kyurem-White,Porygon2,Whimsicott,Incineroar,Urshifu-*,Urshifu,Kyurem-White,1478
2319,1658422427,2022-07-21T16:53:47Z,melondonkey,1,1478,Calyrex-Ice,Kyurem-White,Porygon2,Whimsicott,Incineroar,Sableye,Sableye,Kyurem-White,1493
2319,1658422427,2022-07-21T16:53:47Z,Incognit0un,0,1392,Calyrex-Ice,Incineroar,Amoonguss,Porygon2,Tapu Fini,Dialga,Incineroar,Dialga,1377
2320,1658422733,2022-07-21T16:58:53Z,melondonkey,1,1493,Calyrex-Ice,Kyurem-White,Porygon2,Whimsicott,Incineroar,Sableye,Sableye,Kyurem-White,1515
2320,1658422733,2022-07-21T16:58:53Z,luyouga,0,1533,Calyrex-Ice,Groudon,Venusaur,Regieleki,Incineroar,Mimikyu,Venusaur,Regieleki,1511
2321,1658438617,2022-07-21T21:23:37Z,melondonkey,1,1515,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1533
2321,1658438617,2022-07-21T21:23:37Z,imperialnoob1,0,1473,Groudon,Lunala,Venusaur,Charizard,Incineroar,Porygon2,Incineroar,Venusaur,1455
2322,1658439130,2022-07-21T21:32:10Z,IsaacGR2006,0,1540,Venusaur,Grimmsnarl,Incineroar,Groudon,Lunala,Charizard,Charizard,Grimmsnarl,1520
2322,1658439130,2022-07-21T21:32:10Z,melondonkey,1,1533,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1553
2323,1658439407,2022-07-21T21:36:47Z,melondonkey,0,1553,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1532
2323,1658439407,2022-07-21T21:36:47Z,B1ue_Zangoose,1,1543,Yveltal,Regieleki,Incineroar,Grimmsnarl,Zacian-*,Landorus-Therian,Grimmsnarl,Yveltal,1564
2324,1658439684,2022-07-21T21:41:24Z,Saarmaster,1,1519,Kyogre,Tornadus,Landorus-Therian,Regieleki,Incineroar,Zacian-*,Incineroar,Regieleki,1540
2324,1658439684,2022-07-21T21:41:24Z,melondonkey,0,1532,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1511
2325,1658439972,2022-07-21T21:46:12Z,melondonkey,1,1511,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1526
2325,1658439972,2022-07-21T21:46:12Z,TensorialVGC,0,1420,Kyogre,Solgaleo,Meowstic,Incineroar,Rillaboom,Urshifu-*,Meowstic,Solgaleo,1405
2326,1658440530,2022-07-21T21:55:30Z,yupitsme,0,1470,Yveltal,Solgaleo,Regieleki,Rillaboom,Blastoise,Bisharp,Yveltal,Bisharp,1452
2326,1658440530,2022-07-21T21:55:30Z,melondonkey,1,1506,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1524
2327,1658440688,2022-07-21T21:58:08Z,CoachChris,0,1482,Lunala,Groudon,Venusaur,Incineroar,Thundurus,Urshifu-*,Venusaur,Lunala,1464
2327,1658440688,2022-07-21T21:58:08Z,melondonkey,1,1524,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1542
2328,1658441427,2022-07-21T22:10:27Z,melondonkey,1,1542,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1562
2328,1658441427,2022-07-21T22:10:27Z,uglylittlesquirt,0,1536,Indeedee-F,Calyrex-Shadow,Regieleki,Kyogre,Whimsicott,Venusaur,Indeedee-F,Regieleki,1516
2329,1658441617,2022-07-21T22:13:37Z,GaiusVGC,1,1561,Groudon,Lunala,Porygon2,Regieleki,Venusaur,Incineroar,Lunala,Porygon2,1581
2329,1658441617,2022-07-21T22:13:37Z,melondonkey,0,1562,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1542
2330,1658441948,2022-07-21T22:19:08Z,melondonkey,1,1542,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1565
2330,1658441948,2022-07-21T22:19:08Z,Korovev112,0,1588,Groudon,Amoonguss,Tornadus,Kyogre,Indeedee-F,Charizard,Groudon,Charizard,1565
2331,1658442189,2022-07-21T22:23:09Z,melondonkey,0,1565,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1550
2331,1658442189,2022-07-21T22:23:09Z,bde bbq,1,1656,Whimsicott,Zacian-*,Yveltal,Incineroar,Regieleki,Amoonguss,Whimsicott,Zacian-Crowned,1671
2332,1658442368,2022-07-21T22:26:08Z,oct2022,0,1471,Groudon,Snorlax,Incineroar,Yveltal,Suicune,Regieleki,Suicune,Groudon,1455
2332,1658442368,2022-07-21T22:26:08Z,melondonkey,1,1550,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1566
2333,1658442580,2022-07-21T22:29:40Z,melondonkey,1,1566,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1590
2333,1658442580,2022-07-21T22:29:40Z,BlacksmithVGC,0,1645,Dialga,Kyogre,Alcremie,Rillaboom,Incineroar,Tornadus,Incineroar,Dialga,1621
2334,1658442695,2022-07-21T22:31:35Z,melondonkey,1,1590,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1604
2334,1658442695,2022-07-21T22:31:35Z,bume123,0,1479,Snorlax,Diggersby,Kyogre,Tornadus,Zacian-*,Thundurus,Tornadus,Diggersby,1465
2335,1658446333,2022-07-21T23:32:13Z,melondonkey,0,1604,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1585
2335,1658446333,2022-07-21T23:32:13Z,Miao69,1,1629,Dragapult,Incineroar,Regieleki,Zacian-*,Kyogre,Amoonguss,Zacian-Crowned,Amoonguss,1648
2336,1658447212,2022-07-21T23:46:52Z,SandboxVGC,1,1470,Kyogre,Zacian-*,Thundurus,Incineroar,Kartana,Landorus-Therian,Thundurus,Zacian-Crowned,1496
2336,1658447212,2022-07-21T23:46:52Z,melondonkey,0,1585,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1559
2337,1658447448,2022-07-21T23:50:48Z,melondonkey,0,1559,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1536
2337,1658447448,2022-07-21T23:50:48Z,reonald_1226,1,1508,Zacian-*,Palkia,Incineroar,Rillaboom,Grimmsnarl,Mamoswine,Zacian-Crowned,Palkia,1531
2338,1658447616,2022-07-21T23:53:36Z,melondonkey,1,1536,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1556
2338,1658447616,2022-07-21T23:53:36Z,test4us,0,1529,Reshiram,Porygon2,Calyrex-Ice,Incineroar,Tapu Fini,Amoonguss,Porygon2,Tapu Fini,1509
2339,1658447769,2022-07-21T23:56:09Z,ThreeLibras,1,1515,Kyogre,Zacian-*,Zapdos,Whimsicott,Rillaboom,Incineroar,Kyogre,Whimsicott,1537
2339,1658447769,2022-07-21T23:56:09Z,melondonkey,0,1556,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1534
2340,1658448590,2022-07-22T00:09:50Z,melondonkey,1,1534,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1548
2340,1658448590,2022-07-22T00:09:50Z,Wheres_Wally2241,0,1432,Calyrex-Ice,Grimmsnarl,Whimsicott,Rotom-Heat,Incineroar,Kyogre,Calyrex-Ice,Grimmsnarl,1418
2341,1658448822,2022-07-22T00:13:42Z,nerddad101,0,1467,Calyrex-Shadow,Groudon,Gastrodon-East,Incineroar,Venusaur,Thundurus,Calyrex-Shadow,Incineroar,1452
2341,1658448822,2022-07-22T00:13:42Z,melondonkey,1,1548,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1563
2342,1658449037,2022-07-22T00:17:17Z,Danny Aarons,1,1545,Lunala,Groudon,Porygon2,Incineroar,Venusaur,Charizard,Charizard,Porygon2,1588
2342,1658449037,2022-07-22T00:17:17Z,melondonkey,0,1563,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1543
2343,1658449279,2022-07-22T00:21:19Z,Thyrone Solis,0,1483,Lunala,Groudon,Venusaur,Incineroar,Grimmsnarl,Charizard,Incineroar,Grimmsnarl,1466
2343,1658449279,2022-07-22T00:21:19Z,melondonkey,1,1543,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1560
2344,1658449547,2022-07-22T00:25:47Z,kurogoma,1,1603,Zacian-*,Kyogre,Thundurus,Incineroar,Whimsicott,Amoonguss,Kyogre,Incineroar,1622
2344,1658449547,2022-07-22T00:25:47Z,melondonkey,0,1582,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1563
2345,1658450334,2022-07-22T00:38:54Z,denie,1,1511,Zacian-*,Yveltal,Incineroar,Whimsicott,Gastrodon,Regieleki,Incineroar,Yveltal,1534
2345,1658450334,2022-07-22T00:38:54Z,melondonkey,0,1563,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1540
2346,1658450801,2022-07-22T00:46:41Z,Pichabross,0,1594,Groudon,Incineroar,Venusaur,Urshifu-*,Thundurus,Lunala,Incineroar,Lunala,1591
2346,1658450801,2022-07-22T00:46:41Z,melondonkey,1,1540,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1564
2347,1658451069,2022-07-22T00:51:09Z,melondonkey,0,1564,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1544
2347,1658451069,2022-07-22T00:51:09Z,JongBelegenKaas,1,1558,Zacian-*,Tornadus,Kyogre,Landorus-Therian,Kartana,Amoonguss,Tornadus,Zacian-Crowned,1578
2348,1658455992,2022-07-22T02:13:12Z,melondonkey,1,1543,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1558
2348,1658455992,2022-07-22T02:13:12Z,Sakamura,0,1449,Eternatus,Zacian-*,Incineroar,Landorus-Therian,Gastrodon,Ferrothorn,Zacian-Crowned,Incineroar,1434
2349,1658456067,2022-07-22T02:14:27Z,Chiquita Piriquita,0,1534,Zacian-*,Lunala,Rillaboom,Landorus-Therian,Urshifu-*,Regieleki,Lunala,Regieleki,1515
2349,1658456067,2022-07-22T02:14:27Z,melondonkey,1,1558,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1577
2350,1658456348,2022-07-22T02:19:08Z,melondonkey,1,1590,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1620
2350,1658456348,2022-07-22T02:19:08Z,Advance Guard,0,1788,Torkoal,Landorus-Therian,Venusaur,Zacian-*,Tornadus,Kyogre,Kyogre,Zacian-Crowned,1758
2351,1658633388,2022-07-24T03:29:48Z,Poilkjhmn,0,1592,Lunala,Groudon,Charizard,Venusaur,Grimmsnarl,Incineroar,Charizard,Grimmsnarl,1574
2351,1658633388,2022-07-24T03:29:48Z,melondonkey,1,1619,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1637
2352,1658633601,2022-07-24T03:33:21Z,LegendaryAlchemist,1,1665,Porygon2,Palkia,Incineroar,Amoonguss,Calyrex-Ice,Tapu Koko,Tapu Koko,Porygon2,1683
2352,1658633601,2022-07-24T03:33:21Z,melondonkey,0,1637,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1619
2353,1658633915,2022-07-24T03:38:35Z,melondonkey,0,1619,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1609
2353,1658633915,2022-07-24T03:38:35Z,Oxillery FanHouse,1,1806,Zacian-*,Kyogre,Incineroar,Moltres-Galar,Porygon2,Shedinja,Zacian-Crowned,Kyogre,1816
2354,1658634125,2022-07-24T03:42:05Z,samantha_vgc,1,1785,Calyrex-Shadow,Thundurus,Whimsicott,Coalossal,Zacian-*,Golisopod,Zacian-Crowned,Calyrex-Shadow,1796
2354,1658634125,2022-07-24T03:42:05Z,melondonkey,0,1609,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1598
2355,1658634346,2022-07-24T03:45:46Z,MsPunching,1,1658,Zacian-*,Landorus-Therian,Regieleki,Incineroar,Rillaboom,Yveltal,Incineroar,Zacian-Crowned,1675
2355,1658634346,2022-07-24T03:45:46Z,melondonkey,0,1598,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1581
2356,1658634591,2022-07-24T03:49:51Z,Aksqhdi,0,1468,Incineroar,Regieleki,Snorlax,Xerneas-*,Calyrex-Shadow,Indeedee-F,Indeedee-F,Snorlax,1453
2356,1658634591,2022-07-24T03:49:51Z,melondonkey,1,1560,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1575
2357,1658634785,2022-07-24T03:53:05Z,tongta,0,1538,Xerneas-*,Groudon,Incineroar,Grimmsnarl,Venusaur,Charizard,Incineroar,Charizard,1520
2357,1658634785,2022-07-24T03:53:05Z,melondonkey,1,1575,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1593
2358,1658666733,2022-07-24T12:45:33Z,melondonkey,1,1591,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1609
2358,1658666733,2022-07-24T12:45:33Z,generic vgc alt,0,1553,Lunala,Groudon,Charizard,Venusaur,Grimmsnarl,Incineroar,Grimmsnarl,Charizard,1535
2359,1658676645,2022-07-24T15:30:45Z,Troy Lu,1,1685,Grimmsnarl,Zacian-*,Yveltal,Incineroar,Kartana,Regieleki,Zacian-Crowned,Grimmsnarl,1701
2359,1658676645,2022-07-24T15:30:45Z,melondonkey,0,1608,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1592
2360,1658676871,2022-07-24T15:34:31Z,melondonkey,1,1592,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1610
2360,1658676871,2022-07-24T15:34:31Z,luyouga,0,1551,Calyrex-Ice,Groudon,Venusaur,Regieleki,Incineroar,Mimikyu,Incineroar,Mimikyu,1533
2361,1658676995,2022-07-24T15:36:35Z,melondonkey,0,1610,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1588
2361,1658676995,2022-07-24T15:36:35Z,pipwup14,1,1592,Zacian-*,Kyogre,Tornadus,Landorus-Therian,Kartana,Amoonguss,Tornadus,Zacian-Crowned,1599
2362,1658677119,2022-07-24T15:38:39Z,WeSliceTheMeme,1,1609,Palkia,Calyrex-Ice,Tapu Fini,Incineroar,Porygon2,Amoonguss,Porygon2,Incineroar,1628
2362,1658677119,2022-07-24T15:38:39Z,melondonkey,0,1588,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1569
2363,1658678029,2022-07-24T15:53:49Z,melondonkey,1,1551,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1574
2363,1658678029,2022-07-24T15:53:49Z,Saarmaster,0,1611,Kyogre,Tornadus,Landorus-Therian,Regieleki,Incineroar,Zacian-*,Incineroar,Regieleki,1588
2364,1658682641,2022-07-24T17:10:41Z,pipwup14,1,1564,Groudon,Lunala,Charizard,Venusaur,Grimmsnarl,Incineroar,Charizard,Lunala,1599
2364,1658682641,2022-07-24T17:10:41Z,melondonkey,0,1574,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1554
2365,1658682842,2022-07-24T17:14:02Z,xShaman,0,1535,Calyrex-Ice,Reshiram,Incineroar,Amoonguss,Gastrodon-East,Mimikyu,Amoonguss,Mimikyu,1516
2365,1658682842,2022-07-24T17:14:02Z,melondonkey,1,1554,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1573
2366,1658683461,2022-07-24T17:24:21Z,melondonkey,0,1573,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1559
2366,1658683461,2022-07-24T17:24:21Z,FUNG5071,1,1679,Yveltal,Kyogre,Whimsicott,Indeedee-F,Regieleki,Kartana,Yveltal,Whimsicott,1693
2367,1658683690,2022-07-24T17:28:10Z,Sicart,1,1601,Charizard,Groudon,Aerodactyl,Zacian-*,Whimsicott,Amoonguss,Charizard,Whimsicott,1619
2367,1658683690,2022-07-24T17:28:10Z,melondonkey,0,1559,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1541
2368,1658686827,2022-07-24T18:20:27Z,melondonkey,1,1541,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1562
2368,1658686827,2022-07-24T18:20:27Z,piermatteo grieco,0,1550,Grimmsnarl,Kyogre,Incineroar,Rillaboom,Thundurus,Zacian-*,Grimmsnarl,Kyogre,1529
2369,1658687462,2022-07-24T18:31:02Z,melondonkey,0,1562,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1546
2369,1658687462,2022-07-24T18:31:02Z,Tearalaments,1,1625,Calyrex-Shadow,Zacian-*,Gastrodon-East,Charizard,Whimsicott,Indeedee-F,Charizard,Whimsicott,1641
2370,1658687995,2022-07-24T18:39:55Z,XSXYao,0,1494,Incineroar,Kyogre,Zacian-*,Amoonguss,Whimsicott,Thundurus,Whimsicott,Zacian-Crowned,1477
2370,1658687995,2022-07-24T18:39:55Z,melondonkey,1,1546,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1563
2371,1658688134,2022-07-24T18:42:14Z,melondonkey,0,1563,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1539
2371,1658688134,2022-07-24T18:42:14Z,PPOOPOOSuck,1,1491,Grimmsnarl,Yveltal,Solgaleo,Tapu Fini,Thundurus,Incineroar,Grimmsnarl,Yveltal,1515
2372,1658696761,2022-07-24T21:06:01Z,melondonkey,0,1537,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Ditto,1513
2372,1658696761,2022-07-24T21:06:01Z,RouletteLT,1,1459,Calyrex-Shadow,Zacian-*,Whimsicott,Thundurus,Regieleki,Indeedee-F,Zacian-Crowned,Indeedee-F,1483
2373,1658697000,2022-07-24T21:10:00Z,melondonkey,1,1513,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1538
2373,1658697000,2022-07-24T21:10:00Z,UmaiOcha60,0,1603,Yveltal,Incineroar,Regieleki,Persian-Alola,Calyrex-Ice,Grimmsnarl,Yveltal,Persian-Alola,1578
2374,1658697104,2022-07-24T21:11:44Z,melondonkey,1,1538,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1551
2374,1658697104,2022-07-24T21:11:44Z,migcthi,0,1412,Calyrex-Shadow,Groudon,Venusaur,Charizard,Grimmsnarl,Incineroar,Calyrex-Shadow,Incineroar,1399
2375,1658698826,2022-07-24T21:40:26Z,the ad,0,1549,Zacian-*,Calyrex-Shadow,Regieleki,Rillaboom,Clefairy,Landorus-Therian,Calyrex-Shadow,Clefairy,1529
2375,1658698826,2022-07-24T21:40:26Z,melondonkey,1,1551,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1571
2376,1658698962,2022-07-24T21:42:42Z,melondonkey,0,1571,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1551
2377,1658699132,2022-07-24T21:45:32Z,melondonkey,1,1551,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1573
2377,1658699132,2022-07-24T21:45:32Z,vgchawai,0,1589,Calyrex-Shadow,Necrozma-Dusk-Mane,Tapu Fini,Tangela,Kingler,Regieleki,Calyrex-Shadow,Kingler,1567
2378,1658699510,2022-07-24T21:51:50Z,0-8 KEKW,0,1425,Zacian-*,Kyogre,Tornadus,Landorus-Therian,Kartana,Amoonguss,Tornadus,Zacian-Crowned,1413
2378,1658699510,2022-07-24T21:51:50Z,melondonkey,1,1573,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1585
2379,1658699704,2022-07-24T21:55:04Z,Maractus Juice,0,1608,Zacian-*,Whimsicott,Kyogre,Incineroar,Zapdos,Rillaboom,Kyogre,Incineroar,1587
2379,1658699704,2022-07-24T21:55:04Z,melondonkey,1,1585,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1606
2380,1658699956,2022-07-24T21:59:16Z,melondonkey,0,1606,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1586
2380,1658699956,2022-07-24T21:59:16Z,ConiglioVGC,1,1612,Xerneas-*,Calyrex-Shadow,Incineroar,Thundurus,Amoonguss,Mamoswine,Xerneas,Calyrex-Shadow,1632
2381,1658700212,2022-07-24T22:03:32Z,Gubbs37,0,1507,Yveltal,Groudon,Bronzong,Regieleki,Incineroar,Venusaur,Regieleki,Yveltal,1491
2381,1658700212,2022-07-24T22:03:32Z,melondonkey,1,1586,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1602
2382,1658700805,2022-07-24T22:13:25Z,melondonkey,1,1602,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1619
2382,1658700805,2022-07-24T22:13:25Z,Bvenb,0,1548,Zacian-*,Tornadus,Kyogre,Landorus-Therian,Kartana,Amoonguss,Tornadus,Zacian-Crowned,1531
2383,1658700997,2022-07-24T22:16:37Z,Mulgama,0,1532,Groudon,Zacian-*,Charizard,Incineroar,Gastrodon,Grimmsnarl,Zacian-Crowned,Charizard,1517
2383,1658700997,2022-07-24T22:16:37Z,melondonkey,1,1619,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1634
2384,1658701185,2022-07-24T22:19:45Z,gibeworldsinvite,0,1603,Solgaleo,Kyogre,Incineroar,Amoonguss,Thundurus-Therian,Whimsicott,Whimsicott,Kyogre,1585
2384,1658701185,2022-07-24T22:19:45Z,melondonkey,1,1634,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1652
2385,1658701387,2022-07-24T22:23:07Z,the ad,1,1576,Yveltal,Thundurus,Gastrodon,Whimsicott,Incineroar,Zacian-*,Thundurus,Zacian-Crowned,1600
2385,1658701387,2022-07-24T22:23:07Z,melondonkey,0,1652,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1628
2386,1658701663,2022-07-24T22:27:43Z,melondonkey,0,1628,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Calyrex-Shadow,1610
2386,1658701663,2022-07-24T22:27:43Z,Ramdom users,1,1655,Zacian-*,Reshiram,Grimmsnarl,Rillaboom,Incineroar,Amoonguss,Grimmsnarl,Reshiram,1673
2387,1658701801,2022-07-24T22:30:01Z,Sander_WC,0,1558,Giratina-Origin,Grimmsnarl,Incineroar,Regieleki,Kartana,Kyogre,Grimmsnarl,Incineroar,1541
2387,1658701801,2022-07-24T22:30:01Z,melondonkey,1,1610,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Sableye,Kyurem-White,1627
2388,1658702341,2022-07-24T22:39:01Z,melondonkey,0,1627,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1608
2388,1658702341,2022-07-24T22:39:01Z,CuPhat,1,1651,Calyrex-Ice,Palkia,Porygon2,Amoonguss,Incineroar,Tapu Fini,Porygon2,Amoonguss,1670
2389,1658703445,2022-07-24T22:57:25Z,melondonkey,1,1608,Calyrex-Shadow,Kyurem-White,Ditto,Whimsicott,Sableye,Urshifu-*,Urshifu,Kyurem-White,1642
2389,1658703445,2022-07-24T22:57:25Z,DragoniteOP3,0,1907,Calyrex-Ice,Groudon,Indeedee-F,Thundurus,Amoonguss,Incineroar,Indeedee-F,Thundurus,1873
2390,1658703603,2022-07-24T23:00:03Z,pipwup14,1,1547,Calyrex-Ice,Palkia,Amoonguss,Incineroar,Tapu Fini,Porygon2,Porygon2,Incineroar,1572
